Name;Status;Kreis;Einwohner;Einwohner;Einwohner;Einwohner
;;;Schätzung;Schätzung;Zensus;Schätzung
;;;31.12.95;31.12.01;09.05.11;31.12.15
Ellerhoop;Gemeinde;Pinneberg;1.260;1.325;1.443;1.448
Ellhöft;Gemeinde;Nordfriesland;131;126;113;111
Ellingstedt;Gemeinde;Schleswig-Flensburg;821;837;823;781
Elmenhorst;Gemeinde;Herzogtum Lauenburg;749;879;880;868
Elmenhorst;Gemeinde;Stormarn;2.057;2.171;2.478;2.537
Elmshorn;Stadt;Pinneberg;46.970;47.603;47.459;48.684
Elpersbüttel;Gemeinde;Dithmarschen;737;848;883;873
Elsdorf-Westermühlen;Gemeinde;Rendsburg-Eckernförde;1.535;1.709;1.680;1.625
Elskop;Gemeinde;Steinburg;177;175;158;152
Embühren;Gemeinde;Rendsburg-Eckernförde;219;226;235;221
Emkendorf;Gemeinde;Rendsburg-Eckernförde;1.383;1.553;1.416;1.370
Emmelsbüll-Horsbüll;Gemeinde;Nordfriesland;1.110;1.089;982;887
Engelbrechtsche Wildnis;Gemeinde;Steinburg;762;894;942;906
Enge-Sande;Gemeinde;Nordfriesland;1.010;1.139;1.116;1.118
Epenwöhrden;Gemeinde;Dithmarschen;705;775;782;786
Erfde;Gemeinde;Schleswig-Flensburg;2.020;2.073;1.988;1.844
Escheburg;Gemeinde;Herzogtum Lauenburg;1.984;2.690;3.346;3.431
Esgrus;Gemeinde;Schleswig-Flensburg;868;843;804;771
Eutin;Stadt;Ostholstein;17.114;16.929;16.449;16.979
Fahrdorf;Gemeinde;Schleswig-Flensburg;2.081;2.484;2.470;2.492
Fahren;Gemeinde;Plön;126;138;144;128
Fahrenkrug;Gemeinde;Segeberg;1.590;1.639;1.589;1.583
Fargau-Pratjau;Gemeinde;Plön;739;811;760;751
Fedderingen;Gemeinde;Dithmarschen;259;265;274;275
Fehmarn;Stadt;Ostholstein;12.288;12.656;12.483;12.467
Felde;Gemeinde;Rendsburg-Eckernförde;1.818;2.006;2.044;2.110
Feldhorst;Gemeinde;Stormarn;520;593;592;587
Felm;Gemeinde;Rendsburg-Eckernförde;1.035;1.123;1.110;1.182
Fiefbergen;Gemeinde;Plön;522;574;574;573
Fitzbek;Gemeinde;Steinburg;364;380;373;382
Fitzen;Gemeinde;Herzogtum Lauenburg;299;360;327;349
Fleckeby;Gemeinde;Rendsburg-Eckernförde;1.459;1.675;2.104;2.148
Flensburg;Kreisfreie Stadt;Flensburg;87.276;84.480;82.258;85.942
Flintbek;Gemeinde;Rendsburg-Eckernförde;6.577;7.339;7.349;7.305
Fockbek;Gemeinde;Rendsburg-Eckernförde;5.980;6.295;6.343;6.193
Föhrden-Barl;Gemeinde;Segeberg;243;284;296;294
Fredeburg;Gemeinde;Herzogtum Lauenburg;48;32;41;42
Fredesdorf;Gemeinde;Segeberg;321;359;388;390
Freienwill;Gemeinde;Schleswig-Flensburg;1.206;1.480;1.555;1.552
Fresendelf;Gemeinde;Nordfriesland;97;95;107;97
Frestedt;Gemeinde;Dithmarschen;351;396;374;363
Friedrichsgabekoog;Gemeinde;Dithmarschen;97;84;54;53
Friedrichsgraben;Gemeinde;Rendsburg-Eckernförde;51;60;63;46
Friedrichsholm;Gemeinde;Rendsburg-Eckernförde;427;443;426;405
Friedrichskoog;Gemeinde;Dithmarschen;2.420;2.440;2.491;2.565
Friedrichstadt;Stadt;Nordfriesland;2.607;2.445;2.590;2.466
Friedrich-Wilhelm-Lübke-Koog;Gemeinde;Nordfriesland;205;162;180;167
Fuhlendorf;Gemeinde;Segeberg;350;369;410;426
Fuhlenhagen;Gemeinde;Herzogtum Lauenburg;295;297;282;348
Galmsbüll;Gemeinde;Nordfriesland;652;678;645;605
Gammelby;Gemeinde;Rendsburg-Eckernförde;456;526;544;524
Garding;Stadt;Nordfriesland;2.687;2.736;2.504;2.597
Garding, Kirchspiel;Gemeinde;Nordfriesland;217;280;387;375
Gaushorn;Gemeinde;Dithmarschen;194;208;183;179
Geesthacht;Stadt;Herzogtum Lauenburg;27.955;29.169;28.755;30.030
Gelting;Gemeinde;Schleswig-Flensburg;1.842;1.855;1.956;1.996
Geltorf;Gemeinde;Schleswig-Flensburg;327;419;372;376
Geschendorf;Gemeinde;Segeberg;466;495;538;545
Gettorf;Gemeinde;Rendsburg-Eckernförde;5.582;6.183;6.950;7.375
Giekau;Gemeinde;Plön;1.039;1.074;1.100;1.056
Giesensdorf;Gemeinde;Herzogtum Lauenburg;100;105;123;153
Glasau;Gemeinde;Segeberg;912;969;910;915
Glinde;Stadt;Stormarn;15.970;16.133;16.640;18.122
Glücksburg (Ostsee);Stadt;Schleswig-Flensburg;6.444;6.024;5.869;5.850
Glückstadt;Stadt;Steinburg;12.388;12.159;11.103;11.228
Glüsing;Gemeinde;Dithmarschen;111;101;118;116
Gnutz;Gemeinde;Rendsburg-Eckernförde;1.000;1.182;1.210;1.192
Göhl;Gemeinde;Ostholstein;989;1.174;1.175;1.133
Gokels;Gemeinde;Rendsburg-Eckernförde;595;617;614;580
Goldebek;Gemeinde;Nordfriesland;286;321;337;334
Goldelund;Gemeinde;Nordfriesland;356;365;413;410
Göldenitz;Gemeinde;Herzogtum Lauenburg;203;218;235;234
Goltoft;Gemeinde;Schleswig-Flensburg;197;238;232;216
Gönnebek;Gemeinde;Segeberg;403;491;498;468
Goosefeld;Gemeinde;Rendsburg-Eckernförde;663;754;754;730
Göttin;Gemeinde;Herzogtum Lauenburg;46;48;55;62
Grabau;Gemeinde;Herzogtum Lauenburg;250;296;293;328
Grabau;Gemeinde;Stormarn;786;761;783;782
Grambek;Gemeinde;Herzogtum Lauenburg;368;397;417;460
Grande;Gemeinde;Stormarn;655;633;628;685
Grauel;Gemeinde;Rendsburg-Eckernförde;221;238;249;250
Grebin;Gemeinde;Plön;1.040;1.050;909;907
Gremersdorf;Gemeinde;Ostholstein;1.452;1.467;1.486;1.475
Grevenkop;Gemeinde;Steinburg;327;345;333;311
Grevenkrug;Gemeinde;Rendsburg-Eckernförde;268;296;222;224
Gribbohm;Gemeinde;Steinburg;423;494;465;458
Grinau;Gemeinde;Herzogtum Lauenburg;287;291;306;300
Gröde;Gemeinde;Nordfriesland;12;13;13;9
Grödersby;Gemeinde;Schleswig-Flensburg;269;290;227;214
Grömitz;Gemeinde;Ostholstein;7.354;7.584;6.995;7.150
Grönwohld;Gemeinde;Stormarn;1.249;1.294;1.333;1.420
Großbarkau;Gemeinde;Plön;182;216;187;205
Groß Boden;Gemeinde;Herzogtum Lauenburg;209;214;201;202
