Name;Status;Kreis;Einwohner;Einwohner;Einwohner;Einwohner
;;;Schätzung;Schätzung;Zensus;Schätzung
;;;31.12.95;31.12.01;09.05.11;31.12.15
Kittendorf;Gemeinde;Mecklenburgische Seenplatte;433;374;337;298
Klausdorf;Gemeinde;Vorpommern-Rügen;483;682;659;665
Klein Belitz;Gemeinde;Landkreis Rostock;1.077;1.013;834;834
Klein Bünzow;Gemeinde;Vorpommern-Greifswald;879;904;758;711
Klein Kussewitz;Gemeinde;Landkreis Rostock;511;630;722;747
Klein Rogahn;Gemeinde;Ludwigslust-Parchim;731;1.287;1.321;1.299
Klein Trebbow;Gemeinde;Nordwestmecklenburg;633;709;863;962
Klein Upahl;Gemeinde;Landkreis Rostock;196;287;279;264
Klein Vielen;Gemeinde;Mecklenburgische Seenplatte;716;803;676;673
Kletzin;Gemeinde;Mecklenburgische Seenplatte;932;972;774;809
Klink;Gemeinde;Mecklenburgische Seenplatte;1.033;1.141;1.051;1.099
Klocksin;Gemeinde;Mecklenburgische Seenplatte;453;458;343;310
Kloster Tempzin (Langen Jarchow - Zahrensdorf);Gemeinde;Ludwigslust-Parchim;640;682;555;570
Kluis;Gemeinde;Vorpommern-Rügen;327;376;398;425
Klütz;Stadt;Nordwestmecklenburg;3.358;3.239;3.068;3.095
Kneese;Gemeinde;Nordwestmecklenburg;283;307;309;331
Knorrendorf;Gemeinde;Mecklenburgische Seenplatte;726;709;675;616
Koblentz;Gemeinde;Vorpommern-Greifswald;343;275;230;210
Kobrow;Gemeinde;Ludwigslust-Parchim;595;490;428;417
Kogel;Gemeinde;Ludwigslust-Parchim;568;625;642;653
Königsfeld;Gemeinde;Nordwestmecklenburg;1.012;1.047;952;945
Korswandt;Gemeinde;Vorpommern-Greifswald;431;545;597;601
Koserow;Gemeinde;Vorpommern-Greifswald;1.559;1.649;1.707;1.745
Krackow;Gemeinde;Vorpommern-Greifswald;881;842;668;671
Krakow am See;Stadt;Landkreis Rostock;4.050;3.874;3.568;3.509
Kramerhof;Gemeinde;Vorpommern-Rügen;824;1.630;1.756;1.797
Kratzeburg;Gemeinde;Mecklenburgische Seenplatte;539;559;548;532
Kreien;Gemeinde;Ludwigslust-Parchim;505;477;414;390
Krembz;Gemeinde;Nordwestmecklenburg;916;985;894;896
Kremmin;Gemeinde;Ludwigslust-Parchim;327;317;240;239
Krien;Gemeinde;Vorpommern-Greifswald;1.000;881;755;654
Kriesow;Gemeinde;Mecklenburgische Seenplatte;384;380;324;307
Kritzmow;Gemeinde;Landkreis Rostock;1.847;2.871;3.257;3.639
Kritzow;Gemeinde;Ludwigslust-Parchim;601;584;477;453
Kröpelin;Stadt;Landkreis Rostock;5.423;5.276;4.834;4.787
Kröslin;Gemeinde;Vorpommern-Greifswald;1.765;1.871;1.793;1.807
Kruckow;Gemeinde;Vorpommern-Greifswald;902;775;656;652
Krugsdorf;Gemeinde;Vorpommern-Greifswald;338;442;423;409
Krummin;Gemeinde;Vorpommern-Greifswald;229;249;247;238
Krusenfelde;Gemeinde;Vorpommern-Greifswald;191;210;187;173
Krusenhagen;Gemeinde;Nordwestmecklenburg;492;544;520;550
Kublank;Gemeinde;Mecklenburgische Seenplatte;353;240;171;164
Kuchelmiß;Gemeinde;Landkreis Rostock;836;967;736;705
Kuckssee;Gemeinde;Mecklenburgische Seenplatte;414;463;516;519
Kuhlen-Wendorf;Gemeinde;Ludwigslust-Parchim;1.176;1.068;879;792
Kühlungsborn;Stadt;Landkreis Rostock;7.338;7.359;7.347;7.824
Kuhs;Gemeinde;Landkreis Rostock;361;393;310;294
Kuhstorf;Gemeinde;Ludwigslust-Parchim;693;888;759;754
Kummerow;Gemeinde;Mecklenburgische Seenplatte;704;705;616;572
Kummerow;Gemeinde;Vorpommern-Rügen;425;387;316;305
Laage;Stadt;Landkreis Rostock;7.500;6.618;5.476;5.403
Lalendorf;Gemeinde;Landkreis Rostock;4.555;4.419;3.686;3.551
Lambrechtshagen;Gemeinde;Landkreis Rostock;2.106;3.049;2.718;2.778
